# total_evaluations, simulation_calls, fitness, configuration
# [0/400] 2025-06-24 10:50:11.757906
53 1 32.76085973280111 0.9793462756510045 0.04862467482966202 0.21456694973218962 0.5244336192185092 0.2188232138820306 0.8119399920838395 0.3258880044858354 0.10281730080188402 0.0755609928102137 0.3829782473848882 0.00036622968307042925 0.4726196753478366 0.5314025983367124 0.5073801202408603 0.3329403634251555 0.6841926270747786 0.8537334616191071 0.09440049150837897 0.2760758733348866 0.6658076009612031
57 3 28.45239328080482 0.9627950492888645 0.13039058028738099 0.2035322858909392 0.6701839019411113 0.32507378723063907 0.8028959578059303 0.32664060464205863 0.10116590833048665 0.0770253906703695 0.38306085350887464 0.0007500606435567525 0.48000696981943225 0.5562786376391908 0.501546771386476 0.2310464769789532 0.6623752910387297 0.8509187831246062 0.09428673330417965 0.28337510128622745 0.6254282255669862
59 4 21.628328975560954 0.9868672573994006 0.1170823330642779 0.21225066506880613 0.554315378062658 0.32456197048425106 0.7748609082130646 0.2171801338452517 0.10137561417336859 0.07713989685992081 0.3839948682486718 0.01009012492965439 0.48835281600757907 0.5568062959359493 0.5015760211333694 0.30120012279718356 0.6585201724861601 0.8613690162105692 0.21645070856866894 0.28395230357405654 0.6253484619127901
60 5 5.696538987910192 0.9846016760172174 0.1170367834536393 0.21384804903461635 0.7324997341069367 0.2553932430830117 0.7645993995534787 0.27869631052304616 0.10136598936596987 0.08956903499194233 0.4029046752200446 0.012195483693250414 0.5148583906346063 0.5566973853085682 0.5061612576263248 0.30235073322496014 0.6840067821959084 0.8602568804253585 0.2169798095178238 0.2827087099449851 0.6571140251571626
61 6 1.3680721355228396 0.9836076924614363 0.07318278137230941 0.28905141893743835 0.7324989095456095 0.2613247808774502 0.7531703160560679 0.3151000283459759 0.10181391925917188 0.10320090568552545 0.35319406273731996 0.030814394139569462 0.4873937536644665 0.5571044684441612 0.16836928911838508 0.32683926900353827 0.6840068101882935 0.8537700229784182 0.2194710638683525 0.283351772026143 0.6571961054082583
62 7 1.2829678060510934 0.9726076222295678 0.10170260053519936 0.22544534576147232 0.7453253148215677 0.2908046255552707 0.7565715946348783 0.3134411168605028 0.09608972314646486 0.11954363250428965 0.3477512475862929 0.0257987945502435 0.3829271300210546 0.5570775257345864 0.36032801645645285 0.36025858454494575 0.6963423490163911 0.7989496520259393 0.2002736602469391 0.2840774885524294 0.6705208019267969
65 10 1.0378033454984004 0.9781378883472039 0.07493187333193525 0.24126083183859112 0.7468955125302226 0.29094333869000993 0.7664370006853212 0.3134406240303325 0.09608218953305958 0.11926533285245909 0.3757109819038817 0.033472429825497134 0.42142962435261994 0.5567488380254935 0.24186185913055355 0.3512290583009378 0.6967156212519486 0.8521411499414598 0.20487980703905126 0.2840774953365326 0.6661220341716072
70 13 0.8005219219971564 0.9672770857031654 0.07524408622779223 0.2344719742508017 0.7183552222723965 0.3062674912111512 0.7123564263122859 0.2920270273522767 0.10222787865145223 0.1161227831403609 0.37505248320272605 0.025508611249474705 0.43883621152854557 0.556749753778756 0.24944484995464342 0.3372380291747368 0.6910518906995708 0.8535053708080494 0.17315467085714967 0.300465058437448 0.637679222704781
89 27 0.4827086544992739 0.9667924048445774 0.07568813856543619 0.24987131496127835 0.5980965981563219 0.30434730554530764 0.7000723218127678 0.28981187008743386 0.1015651236261331 0.11613437209177883 0.30440457649093816 0.007239416899120799 0.5958733015179004 0.6967717008891147 0.25577669022294924 0.3015186275775576 0.6910254353803524 0.8514975646575291 0.21222471504819987 0.2700867048121414 0.6403071743769282
94 29 0.3778175887426958 0.9685036316337622 0.13596290540031736 0.23685324234990762 0.485649224699801 0.3050228288652633 0.7279798036242707 0.2898029326910073 0.10088369255812432 0.08902828164025807 0.34329370033366324 0.007199430030641498 0.42646814866611593 0.6316149455316397 0.20609820132394108 0.2614381726104727 0.6909656528725082 0.8542796721738442 0.21222469518568204 0.23766861589434624 0.6403174981446416
